film.title,distributor.name,gross.box.o.weekend,adm.weekend,weekend.start,weekend.end
Blade Runner 2049,Sena,170830,121,2017-12-08,2017-12-10
Undir trénu,Sena,110640,72,2017-12-08,2017-12-10
Reynir sterki,Sena,80510,49,2017-12-08,2017-12-10
The Killing of a Sacred Deer,Myndform,73600,56,2017-12-08,2017-12-10
"My little Pony, the movie",Myndform,35300,41,2017-12-08,2017-12-10
The Party,Bíó Paradís,35200,31,2017-12-08,2017-12-10
Happy Family,Samfilm,21050,22,2017-12-08,2017-12-10
The Lego Ninjago Movie,Samfilm,15570,22,2017-12-08,2017-12-10
Suburbicon,Sena,14800,12,2017-12-08,2017-12-10
Atvikið á Nile Hilton Hótelinu,Bíó Paradís,10400,11,2017-12-08,2017-12-10
Daddy's Home 2,Samfilm,7094640,5475,2017-12-01,2017-12-03
Coco,Samfilm,4306796,4255,2017-12-01,2017-12-03
Justice League,Samfilm,2290468,1627,2017-12-01,2017-12-03
Murder on the Orient Express (2017),Sena,882610,617,2017-12-01,2017-12-03
Wonder,Myndform,852500,714,2017-12-01,2017-12-03
Thor: Ragnarok,Samfilm,829662,614,2017-12-01,2017-12-03
Jigsaw,Myndform,782420,564,2017-12-01,2017-12-03
A Bad Moms Christmas,Myndform,449990,324,2017-12-01,2017-12-03
Litla Vampíran - The Little Vampire,Myndform,325210,315,2017-12-01,2017-12-03
Blade Runner 2049,Sena,212210,147,2017-12-01,2017-12-03
Nut Job 2 / Hneturánið 2,Sena,184910,161,2017-12-01,2017-12-03
Reynir sterki,Sena,140680,82,2017-12-01,2017-12-03
Undir trénu,Sena,103510,70,2017-12-01,2017-12-03
La Chana,Bíó Paradís,50400,32,2017-12-01,2017-12-03
Suburbicon,Sena,47400,35,2017-12-01,2017-12-03
"My little Pony, the movie",Myndform,30400,32,2017-12-01,2017-12-03
The Party,Bíó Paradís,26800,24,2017-12-01,2017-12-03
Happy Family,Samfilm,25270,25,2017-12-01,2017-12-03
Rökkur,Sena,23600,16,2017-12-01,2017-12-03
The Foreigner,Myndform,22010,15,2017-12-01,2017-12-03
Atvikið á Nile Hilton Hótelinu,Bíó Paradís,12800,10,2017-12-01,2017-12-03
The Lego Ninjago Movie,Samfilm,8550,13,2017-12-01,2017-12-03
Coco,Samfilm,5524602,5494,2017-11-24,2017-11-26
Justice League,Samfilm,4834610,3413,2017-11-24,2017-11-26
Thor: Ragnarok,Samfilm,1276670,974,2017-11-24,2017-11-26
Wonder,Myndform,1092010,873,2017-11-24,2017-11-26
Murder on the Orient Express (2017),Sena,1030310,716,2017-11-24,2017-11-26
A Bad Moms Christmas,Myndform,809960,622,2017-11-24,2017-11-26
Litla Vampíran - The Little Vampire,Myndform,485340,498,2017-11-24,2017-11-26
Reynir sterki,Sena,337350,202,2017-11-24,2017-11-26
Blade Runner 2049,Sena,204710,149,2017-11-24,2017-11-26
Nut Job 2 / Hneturánið 2,Sena,198100,181,2017-11-24,2017-11-26
Undir trénu,Sena,176960,135,2017-11-24,2017-11-26
Thank You for Your Service,Samfilm,161728,121,2017-11-24,2017-11-26
Happy Family,Samfilm,145170,164,2017-11-24,2017-11-26
The Foreigner,Myndform,85300,62,2017-11-24,2017-11-26
The Lego Ninjago Movie,Samfilm,73390,74,2017-11-24,2017-11-26
The Party,Bíó Paradís,70400,54,2017-11-24,2017-11-26
La Chana,Bíó Paradís,66600,54,2017-11-24,2017-11-26
"My little Pony, the movie",Myndform,54150,60,2017-11-24,2017-11-26
Rökkur,Sena,50160,34,2017-11-24,2017-11-26
Only the Brave,Samfilm,49540,38,2017-11-24,2017-11-26
Sumarbörn,Sena,44500,30,2017-11-24,2017-11-26
Suburbicon,Sena,39100,36,2017-11-24,2017-11-26
Varnarliðið,Bíó Paradís,31050,27,2017-11-24,2017-11-26
Atvikið á Nile Hilton Hótelinu,Bíó Paradís,9200,9,2017-11-24,2017-11-26
Happy Death Day,Myndform,6000,5,2017-11-24,2017-11-26
Thor: Ragnarok,Samfilm,9543924,6875,2017-11-03,2017-11-05
A Bad Moms Christmas,Myndform,1994980,1534,2017-11-03,2017-11-05
Nut Job 2 / Hneturánið 2,Sena,1383140,1834,2017-11-03,2017-11-05
The Foreigner,Myndform,687190,519,2017-11-03,2017-11-05
Only the Brave,Samfilm,611468,498,2017-11-03,2017-11-05
"My little Pony, the movie",Myndform,491030,496,2017-11-03,2017-11-05
The Lego Ninjago Movie,Samfilm,481660,487,2017-11-03,2017-11-05
Happy Family,Samfilm,430270,423,2017-11-03,2017-11-05
Geostorm,Samfilm,405734,301,2017-11-03,2017-11-05
Undir trénu,Sena,382650,243,2017-11-03,2017-11-05
Suburbicon,Sena,363850,259,2017-11-03,2017-11-05
Rökkur,Sena,335400,208,2017-11-03,2017-11-05
Blade Runner 2049,Sena,272220,186,2017-11-03,2017-11-05
Happy Death Day,Myndform,222880,158,2017-11-03,2017-11-05
Emojimyndin,Sena,196800,170,2017-11-03,2017-11-05
Home Again,Samfilm,189080,142,2017-11-03,2017-11-05
Sumarbörn,Sena,143550,121,2017-11-03,2017-11-05
The Party,Bíó Paradís,122400,93,2017-11-03,2017-11-05
The Son of Bigfoot,Myndform,107350,124,2017-11-03,2017-11-05
The Snowman,Myndform,100910,72,2017-11-03,2017-11-05
Final Portrait,Myndform,51600,49,2017-11-03,2017-11-05
Island songs,Bíó Paradís,42300,30,2017-11-03,2017-11-05
Borg Mcenroe,Sena,30400,29,2017-11-03,2017-11-05
Thelma,Myndform,0,4,2017-11-03,2017-11-05
Thor: Ragnarok,Samfilm,13804914,9911,2017-10-27,2017-10-29
Nut Job 2 / Hneturánið 2,Sena,1240950,1146,2017-10-27,2017-10-29
Undir trénu,Sena,729550,456,2017-10-27,2017-10-29
Geostorm,Samfilm,645684,484,2017-10-27,2017-10-29
The Foreigner,Myndform,643780,466,2017-10-27,2017-10-29
"My little Pony, the movie",Myndform,643390,666,2017-10-27,2017-10-29
Rökkur,Sena,533920,316,2017-10-27,2017-10-29
Blade Runner 2049,Sena,501532,366,2017-10-27,2017-10-29
Happy Death Day,Myndform,452540,330,2017-10-27,2017-10-29
The Lego Ninjago Movie,Samfilm,425540,406,2017-10-27,2017-10-29
Happy Family,Samfilm,394350,383,2017-10-27,2017-10-29
Emojimyndin,Sena,197990,189,2017-10-27,2017-10-29
Kingsman: The Golden Circle (2017),Sena,193960,139,2017-10-27,2017-10-29
Sumarbörn,Sena,179680,124,2017-10-27,2017-10-29
Home Again,Samfilm,166130,118,2017-10-27,2017-10-29
The Snowman,Myndform,165400,118,2017-10-27,2017-10-29
The Son of Bigfoot,Myndform,161660,168,2017-10-27,2017-10-29
Unlocked,Sena,119510,91,2017-10-27,2017-10-29
690 Vopnafjörður,Bíó Paradís,84600,52,2017-10-27,2017-10-29
The Party,Bíó Paradís,68400,71,2017-10-27,2017-10-29
IT (2017),Samfilm,44640,34,2017-10-27,2017-10-29
Borg Mcenroe,Sena,38000,31,2017-10-27,2017-10-29
Thelma,Myndform,26800,26,2017-10-27,2017-10-29
Mother! (2017),Samfilm,14896,13,2017-10-27,2017-10-29
Vetrarbræður,Sena,6160,5,2017-10-27,2017-10-29
Geostorm,Samfilm,3413842,2792,2017-10-20,2017-10-22
Nut Job 2 / Hneturánið 2,Sena,2171670,2056,2017-10-20,2017-10-22
Blade Runner 2049,Sena,2008186,1450,2017-10-20,2017-10-22
Undir trénu,Sena,1954970,1178,2017-10-20,2017-10-22
Happy Death Day,Myndform,1259747,905,2017-10-20,2017-10-22
"My little Pony, the movie",Myndform,1157780,1164,2017-10-20,2017-10-22
The Lego Ninjago Movie,Samfilm,922724,915,2017-10-20,2017-10-22
Home Again,Samfilm,742766,594,2017-10-20,2017-10-22
The Snowman,Myndform,662560,522,2017-10-20,2017-10-22
Kingsman: The Golden Circle (2017),Sena,601200,439,2017-10-20,2017-10-22
Unlocked,Sena,568610,413,2017-10-20,2017-10-22
Happy Family,Samfilm,482069,475,2017-10-20,2017-10-22
Emojimyndin,Sena,352650,337,2017-10-20,2017-10-22
IT (2017),Samfilm,313504,226,2017-10-20,2017-10-22
Sumarbörn,Sena,298770,238,2017-10-20,2017-10-22
The Son of Bigfoot,Myndform,147170,150,2017-10-20,2017-10-22
Cars 3,Samfilm,87650,84,2017-10-20,2017-10-22
Vetrarbræður,Sena,87290,69,2017-10-20,2017-10-22
Borg Mcenroe,Sena,84750,66,2017-10-20,2017-10-22
Mother! (2017),Samfilm,38400,25,2017-10-20,2017-10-22
Personal Shopper,Bíó Paradís,20400,26,2017-10-20,2017-10-22
The Square,Bíó Paradís,20000,16,2017-10-20,2017-10-22
GOOD TIME,Bíó Paradís,17200,13,2017-10-20,2017-10-22
Thelma,Myndform,8400,8,2017-10-20,2017-10-22
GOÐSÖGNIN FC KARAOKE,Bíó Paradís,1800,1,2017-10-20,2017-10-22
Blade Runner 2049,Sena,4060986,2849,2017-10-13,2017-10-15
Undir trénu,Sena,3133110,1892,2017-10-13,2017-10-15
"My little Pony, the movie",Myndform,2146960,2145,2017-10-13,2017-10-15
The Snowman,Myndform,1898470,1392,2017-10-13,2017-10-15
The Lego Ninjago Movie,Samfilm,1437000,1374,2017-10-13,2017-10-15
Kingsman: The Golden Circle (2017),Sena,1297550,925,2017-10-13,2017-10-15
Home Again,Samfilm,1102524,853,2017-10-13,2017-10-15
Happy Family,Samfilm,668446,646,2017-10-13,2017-10-15
Emojimyndin,Sena,565340,502,2017-10-13,2017-10-15
Sumarbörn,Sena,544889,360,2017-10-13,2017-10-15
The Son of Bigfoot,Myndform,412340,431,2017-10-13,2017-10-15
IT (2017),Samfilm,410010,295,2017-10-13,2017-10-15
Mother! (2017),Samfilm,152520,109,2017-10-13,2017-10-15
Vetrarbræður,Sena,105170,78,2017-10-13,2017-10-15
Cars 3,Samfilm,103870,84,2017-10-13,2017-10-15
Borg Mcenroe,Sena,90270,66,2017-10-13,2017-10-15
Flatliners (2017),Sena,88860,65,2017-10-13,2017-10-15
American Made,Myndform,87530,71,2017-10-13,2017-10-15
Ég man þig,Sena,72250,45,2017-10-13,2017-10-15
Dunkirk,Samfilm,49780,34,2017-10-13,2017-10-15
Personal Shopper,Bíó Paradís,40800,36,2017-10-13,2017-10-15
Richard the Stork,Samfilm,36950,39,2017-10-13,2017-10-15
The Big sick,Myndform,34800,28,2017-10-13,2017-10-15
The Square,Bíó Paradís,30000,26,2017-10-13,2017-10-15
GOOD TIME,Bíó Paradís,16000,17,2017-10-13,2017-10-15
Blade Runner 2049,Sena,6276036,4412,2017-10-06,2017-10-08
"My little Pony, the movie",Myndform,2678960,2510,2017-10-06,2017-10-08
Undir trénu,Sena,2547480,1530,2017-10-06,2017-10-08
Kingsman: The Golden Circle (2017),Sena,2517250,1855,2017-10-06,2017-10-08
The Lego Ninjago Movie,Samfilm,2446334,2410,2017-10-06,2017-10-08
Home Again,Samfilm,1528564,1176,2017-10-06,2017-10-08
IT (2017),Samfilm,730884,530,2017-10-06,2017-10-08
Happy Family,Samfilm,649170,620,2017-10-06,2017-10-08
Emojimyndin,Sena,626750,588,2017-10-06,2017-10-08
The Son of Bigfoot,Myndform,553180,601,2017-10-06,2017-10-08
Flatliners (2017),Sena,285620,207,2017-10-06,2017-10-08
Mother! (2017),Samfilm,200640,147,2017-10-06,2017-10-08
The Square,Bíó Paradís,105200,78,2017-10-06,2017-10-08
Ég man þig,Sena,77850,47,2017-10-06,2017-10-08
Vetrarbræður,Sena,74150,49,2017-10-06,2017-10-08
Cars 3,Samfilm,58974,49,2017-10-06,2017-10-08
Richard the Stork,Samfilm,46550,50,2017-10-06,2017-10-08
Dunkirk,Samfilm,40740,27,2017-10-06,2017-10-08
Personal Shopper,Bíó Paradís,36800,44,2017-10-06,2017-10-08
GOOD TIME,Bíó Paradís,34800,32,2017-10-06,2017-10-08
The Big sick,Myndform,12800,13,2017-10-06,2017-10-08
Kingsman: The Golden Circle (2017),Sena,5709969,4214,2017-09-29,2017-10-01
Undir trénu,Sena,3497700,2034,2017-09-29,2017-10-01
The Lego Ninjago Movie,Samfilm,3229870,3174,2017-09-29,2017-10-01
Home Again,Samfilm,2018690,1578,2017-09-29,2017-10-01
IT (2017),Samfilm,1317622,922,2017-09-29,2017-10-01
Emojimyndin,Sena,821270,779,2017-09-29,2017-10-01
Flatliners (2017),Sena,780900,576,2017-09-29,2017-10-01
The Son of Bigfoot,Myndform,702050,765,2017-09-29,2017-10-01
Happy Family,Samfilm,556920,535,2017-09-29,2017-10-01
Mother! (2017),Samfilm,381380,266,2017-09-29,2017-10-01
American Made,Myndform,301210,215,2017-09-29,2017-10-01
American Assassin,Myndform,270860,192,2017-09-29,2017-10-01
Despicable Me 3 (Aulinn ég 3),Myndform,199830,174,2017-09-29,2017-10-01
The Square,Bíó Paradís,137200,103,2017-09-29,2017-10-01
Vetrarbræður,Sena,105500,72,2017-09-29,2017-10-01
"Everything, Everything",Samfilm,102320,78,2017-09-29,2017-10-01
The Hitman's Bodyguard,Samfilm,102250,74,2017-09-29,2017-10-01
GOOD TIME,Bíó Paradís,86400,71,2017-09-29,2017-10-01
Dunkirk,Samfilm,72360,50,2017-09-29,2017-10-01
Ég man þig,Sena,69000,46,2017-09-29,2017-10-01
Richard the Stork,Samfilm,44740,38,2017-09-29,2017-10-01
Cars 3,Samfilm,41350,44,2017-09-29,2017-10-01
Hjartasteinn,Sena,18500,13,2017-09-29,2017-10-01
Undir trénu,Sena,8034710,4688,2017-09-15,2017-09-17
IT (2017),Samfilm,5761762,4069,2017-09-15,2017-09-17
Emojimyndin,Sena,1658620,1531,2017-09-15,2017-09-17
American Made,Myndform,1572150,1152,2017-09-15,2017-09-17
Happy Family,Samfilm,1482119,1511,2017-09-15,2017-09-17
The Son of Bigfoot,Myndform,1468577,1356,2017-09-15,2017-09-17
American Assassin,Myndform,1290077,973,2017-09-15,2017-09-17
Mother! (2017),Samfilm,664930,510,2017-09-15,2017-09-17
The Hitman's Bodyguard,Samfilm,510326,373,2017-09-15,2017-09-17
47 Meters Down,Sena,309080,232,2017-09-15,2017-09-17
"Everything, Everything",Samfilm,304832,227,2017-09-15,2017-09-17
The Square,Bíó Paradís,269200,235,2017-09-15,2017-09-17
Despicable Me 3 (Aulinn ég 3),Myndform,268160,247,2017-09-15,2017-09-17
Richard the Stork,Samfilm,242630,339,2017-09-15,2017-09-17
Cars 3,Samfilm,237930,342,2017-09-15,2017-09-17
Dunkirk,Samfilm,192572,136,2017-09-15,2017-09-17
Ég man þig,Sena,136610,94,2017-09-15,2017-09-17
Kidnap,Myndform,131400,89,2017-09-15,2017-09-17
Spider-man: Homecoming (2017),Sena,119040,84,2017-09-15,2017-09-17
The Glass Castle,Myndform,118840,88,2017-09-15,2017-09-17
Pirates of the Caribbean - Salazar´s Revenge,Samfilm,73570,54,2017-09-15,2017-09-17
Hjartasteinn,Sena,73000,66,2017-09-15,2017-09-17
Annabelle: Creation,Samfilm,64310,46,2017-09-15,2017-09-17
Logan Lucky,Myndform,53850,45,2017-09-15,2017-09-17
Atomic Blonde,Myndform,35470,28,2017-09-15,2017-09-17
Skjól og skart,Bíó Paradís,26100,15,2017-09-15,2017-09-17
The Limehouse Golem,Myndform,21600,14,2017-09-15,2017-09-17
Out Of Thin Air,Bíó Paradís,3600,2,2017-09-15,2017-09-17
IT (2017),Samfilm,10671638,7762,2017-09-08,2017-09-10
Undir trénu,Sena,8653190,5040,2017-09-08,2017-09-10
American Made,Myndform,2625486,1976,2017-09-08,2017-09-10
Emojimyndin,Sena,1982350,1854,2017-09-08,2017-09-10
Happy Family,Samfilm,1543600,1521,2017-09-08,2017-09-10
The Son of Bigfoot,Myndform,1436149,1378,2017-09-08,2017-09-10
The Hitman's Bodyguard,Samfilm,640052,468,2017-09-08,2017-09-10
"Everything, Everything",Samfilm,610882,460,2017-09-08,2017-09-10
Kidnap,Myndform,447620,317,2017-09-08,2017-09-10
Despicable Me 3 (Aulinn ég 3),Myndform,375120,337,2017-09-08,2017-09-10
Annabelle: Creation,Samfilm,246930,171,2017-09-08,2017-09-10
Dunkirk,Samfilm,228580,166,2017-09-08,2017-09-10
The Square,Bíó Paradís,222000,190,2017-09-08,2017-09-10
The Glass Castle,Myndform,212320,149,2017-09-08,2017-09-10
Ég man þig,Sena,211540,131,2017-09-08,2017-09-10
Spider-man: Homecoming (2017),Sena,201270,150,2017-09-08,2017-09-10
The Big sick,Myndform,144710,102,2017-09-08,2017-09-10
Richard the Stork,Samfilm,142280,139,2017-09-08,2017-09-10
Cars 3,Samfilm,137620,140,2017-09-08,2017-09-10
Logan Lucky,Myndform,128900,88,2017-09-08,2017-09-10
Once Upon a Time in Venice,Samfilm,59140,41,2017-09-08,2017-09-10
Atomic Blonde,Myndform,54410,39,2017-09-08,2017-09-10
Hjartasteinn,Sena,43400,28,2017-09-08,2017-09-10
Stóri dagurinn (Jour J),Sena,33880,22,2017-09-08,2017-09-10
Pirates of the Caribbean - Salazar´s Revenge,Samfilm,29600,24,2017-09-08,2017-09-10
Out Of Thin Air,Bíó Paradís,23250,19,2017-09-08,2017-09-10
120 Beats per Minute,Bíó Paradís,16800,16,2017-09-08,2017-09-10
Emojimyndin,Sena,5908510,5524,2017-08-25,2017-08-27
The Hitman's Bodyguard,Samfilm,3220470,2372,2017-08-25,2017-08-27
"Everything, Everything",Samfilm,2403336,2052,2017-08-25,2017-08-27
Despicable Me 3 (Aulinn ég 3),Myndform,1373214,1300,2017-08-25,2017-08-27
Kidnap,Myndform,1245786,876,2017-08-25,2017-08-27
Annabelle: Creation,Samfilm,878880,608,2017-08-25,2017-08-27
Dunkirk,Samfilm,819990,592,2017-08-25,2017-08-27
Logan Lucky,Myndform,497354,393,2017-08-25,2017-08-27
Spider-man: Homecoming (2017),Sena,448370,306,2017-08-25,2017-08-27
The Glass Castle,Myndform,422500,321,2017-08-25,2017-08-27
Atomic Blonde,Myndform,387440,287,2017-08-25,2017-08-27
Richard the Stork,Samfilm,378090,391,2017-08-25,2017-08-27
Stóri dagurinn (Jour J),Sena,304210,217,2017-08-25,2017-08-27
The Dark Tower (2017),Sena,301880,203,2017-08-25,2017-08-27
Cars 3,Samfilm,262950,289,2017-08-25,2017-08-27
Ég man þig,Sena,222210,140,2017-08-25,2017-08-27
Baby Driver,Sena,170410,122,2017-08-25,2017-08-27
Shot Caller,Myndform,163720,122,2017-08-25,2017-08-27
Hjartasteinn,Sena,130500,81,2017-08-25,2017-08-27
Out Of Thin Air,Bíó Paradís,87000,57,2017-08-25,2017-08-27
Valerian and the City of a Thousand Planets,Myndform,78790,92,2017-08-25,2017-08-27
War for the Planet of the Apes,Sena,72190,50,2017-08-25,2017-08-27
Pirates of the Caribbean - Salazar´s Revenge,Samfilm,68650,55,2017-08-25,2017-08-27
Fun Mom Dinner,Samfilm,40760,44,2017-08-25,2017-08-27
120 Beats per Minute,Bíó Paradís,22400,31,2017-08-25,2017-08-27
"I, Daniel Blake",Bíó Paradís,10000,12,2017-08-25,2017-08-27
Frantz,Bíó Paradís,6800,8,2017-08-25,2017-08-27
The Other Side of Hope,Bíó Paradís,4000,4,2017-08-25,2017-08-27
The Hitman's Bodyguard,Samfilm,3512068,2576,2017-08-18,2017-08-20
Annabelle: Creation,Samfilm,1736198,1233,2017-08-18,2017-08-20
Dunkirk,Samfilm,767170,551,2017-08-18,2017-08-20
Despicable Me 3 (Aulinn ég 3),Myndform,719290,686,2017-08-18,2017-08-20
Atomic Blonde,Myndform,450190,342,2017-08-18,2017-08-20
Spider-man: Homecoming (2017),Sena,367340,249,2017-08-18,2017-08-20
Richard the Stork,Samfilm,351720,392,2017-08-18,2017-08-20
The Dark Tower (2017),Sena,339600,228,2017-08-18,2017-08-20
The Glass Castle,Myndform,335700,241,2017-08-18,2017-08-20
Stóri dagurinn (Jour J),Sena,325020,223,2017-08-18,2017-08-20
Shot Caller,Myndform,228040,166,2017-08-18,2017-08-20
Baby Driver,Sena,181460,130,2017-08-18,2017-08-20
Ég man þig,Sena,145810,87,2017-08-18,2017-08-20
Cars 3,Samfilm,115210,120,2017-08-18,2017-08-20
Valerian and the City of a Thousand Planets,Myndform,109590,83,2017-08-18,2017-08-20
Fun Mom Dinner,Samfilm,93430,76,2017-08-18,2017-08-20
Wonder Woman,Samfilm,84010,63,2017-08-18,2017-08-20
War for the Planet of the Apes,Sena,78540,57,2017-08-18,2017-08-20
Hjartasteinn,Sena,77300,49,2017-08-18,2017-08-20
Out Of Thin Air,Bíó Paradís,53400,35,2017-08-18,2017-08-20
Pirates of the Caribbean - Salazar´s Revenge,Samfilm,37860,30,2017-08-18,2017-08-20
The Other Side of Hope,Bíó Paradís,21600,19,2017-08-18,2017-08-20
"I, Daniel Blake",Bíó Paradís,3200,4,2017-08-18,2017-08-20
Annabelle: Creation,Samfilm,5017920,3558,2017-08-11,2017-08-13
Atomic Blonde,Myndform,2302500,1559,2017-08-11,2017-08-13
Dunkirk,Samfilm,1637600,1187,2017-08-11,2017-08-13
Despicable Me 3 (Aulinn ég 3),Myndform,1155800,1022,2017-08-11,2017-08-13
The Dark Tower (2017),Sena,796730,565,2017-08-11,2017-08-13
Spider-man: Homecoming (2017),Sena,621920,420,2017-08-11,2017-08-13
Richard the Stork,Samfilm,404010,405,2017-08-11,2017-08-13
Baby Driver,Sena,327500,230,2017-08-11,2017-08-13
Fun Mom Dinner,Samfilm,325684,251,2017-08-11,2017-08-13
Valerian and the City of a Thousand Planets,Myndform,315960,239,2017-08-11,2017-08-13
Ég man þig,Sena,310160,187,2017-08-11,2017-08-13
Cars 3,Samfilm,228824,209,2017-08-11,2017-08-13
Baywatch,Samfilm,174140,126,2017-08-11,2017-08-13
Pirates of the Caribbean - Salazar´s Revenge,Samfilm,144404,102,2017-08-11,2017-08-13
War for the Planet of the Apes,Sena,134780,90,2017-08-11,2017-08-13
Wonder Woman,Samfilm,132960,101,2017-08-11,2017-08-13
Out Of Thin Air,Bíó Paradís,121200,98,2017-08-11,2017-08-13
Hjartasteinn,Sena,101400,62,2017-08-11,2017-08-13
The House,Samfilm,89840,60,2017-08-11,2017-08-13
The Bleeder,Samfilm,23950,18,2017-08-11,2017-08-13
The Other Side of Hope,Bíó Paradís,19600,16,2017-08-11,2017-08-13
Frantz,Bíó Paradís,3200,7,2017-08-11,2017-08-13
"I, Daniel Blake",Bíó Paradís,1200,6,2017-08-11,2017-08-13
The Midwife,Bíó Paradís,1200,3,2017-08-11,2017-08-13
Dunkirk,Samfilm,2401484,1719,2017-08-04,2017-08-06
The Dark Tower (2017),Sena,2082575,1546,2017-08-04,2017-08-06
Despicable Me 3 (Aulinn ég 3),Myndform,2013342,2037,2017-08-04,2017-08-06
Valerian and the City of a Thousand Planets,Myndform,849147,673,2017-08-04,2017-08-06
Spider-man: Homecoming (2017),Sena,830470,575,2017-08-04,2017-08-06
Richard the Stork,Samfilm,538500,497,2017-08-04,2017-08-06
Fun Mom Dinner,Samfilm,421324,317,2017-08-04,2017-08-06
Cars 3,Samfilm,309790,287,2017-08-04,2017-08-06
War for the Planet of the Apes,Sena,300260,208,2017-08-04,2017-08-06
Baby Driver,Sena,274110,194,2017-08-04,2017-08-06
Wish Upon,Myndform,253451,195,2017-08-04,2017-08-06
Ég man þig,Sena,231900,138,2017-08-04,2017-08-06
Wonder Woman,Samfilm,191070,145,2017-08-04,2017-08-06
Baywatch,Samfilm,154030,102,2017-08-04,2017-08-06
Pirates of the Caribbean - Salazar´s Revenge,Samfilm,121584,85,2017-08-04,2017-08-06
Hjartasteinn,Sena,109850,65,2017-08-04,2017-08-06
The House,Samfilm,103870,78,2017-08-04,2017-08-06
The Bleeder,Samfilm,93730,65,2017-08-04,2017-08-06
All Eyez on Me,Samfilm,40250,31,2017-08-04,2017-08-06
"I, Daniel Blake",Bíó Paradís,16800,13,2017-08-04,2017-08-06
The Other Side of Hope,Bíó Paradís,12000,11,2017-08-04,2017-08-06
Frantz,Bíó Paradís,7600,8,2017-08-04,2017-08-06
The Midwife,Bíó Paradís,3600,6,2017-08-04,2017-08-06
